mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,cx_most_bpka,cx_logp,cx_logd,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,PCT_IHB_3D7,pXC50_3D7
435.41,4.39,4.0,4.0,64.52,13.0,0.0,10.13,3.76,-0.17,516.32,2.0,27.0,0.28,434.1569,4.0,4.0,0.0,0.13,99.0,5.9894
420.49,3.89,5.0,2.0,68.7,5.0,0.0,8.02,3.83,3.28,534.51,3.0,31.0,0.66,420.1962,6.0,2.0,0.0,-1.9,90.0,5.82831
330.44,3.26,6.0,1.0,60.29,3.0,0.0,4.55,3.2,3.19,330.44,2.0,22.0,0.88,330.0609,5.0,1.0,0.0,-1.91,97.0,6.33591
494.97,6.1,4.0,1.0,41.57,6.0,1.0,8.33,5.62,4.64,531.43,3.0,33.0,0.45,494.1043,4.0,1.0,1.0,-1.23,93.0,5.98866
519.69,6.13,5.0,2.0,45.76,10.0,2.0,9.77,5.84,2.39,633.71,4.0,39.0,0.26,519.2886,5.0,2.0,2.0,-0.7,100.0,6.24191
346.35,5.83,3.0,2.0,45.15,3.0,1.0,7.19,5.39,5.19,346.35,3.0,25.0,0.63,346.1293,3.0,2.0,1.0,-0.64,97.0,6.1706
486.61,3.37,8.0,1.0,107.72,5.0,0.0,0.1,3.19,3.19,486.61,1.0,35.0,0.5,486.273,8.0,1.0,0.0,1.56,96.0,6.05645
424.46,4.69,4.0,4.0,115.56,4.0,0.0,5.14,3.07,3.07,424.46,5.0,32.0,0.33,424.1648,8.0,4.0,0.0,-0.97,99.0,6.61624
428.89,4.47,4.0,0.0,53.76,6.0,0.0,8.31,3.83,2.87,428.89,3.0,30.0,0.58,428.1303,5.0,0.0,0.0,-1.41,99.0,6.2752
411.42,3.75,5.0,2.0,67.79,8.0,0.0,9.42,4.05,2.05,411.42,2.0,29.0,0.65,411.1657,5.0,2.0,0.0,-0.66,100.0,6.09485
494.6,3.41,9.0,4.0,120.87,12.0,0.0,8.7,4.42,3.11,608.62,3.0,36.0,0.3,494.2642,10.0,4.0,0.0,-1.51,100.0,6.86219
395.51,5.82,2.0,3.0,53.16,7.0,1.0,9.53,5.53,3.57,509.53,4.0,30.0,0.35,395.1998,4.0,3.0,1.0,-1.19,100.0,6.13735
428.51,5.22,3.0,2.0,61.02,5.0,1.0,8.1,4.88,4.1,428.51,4.0,32.0,0.46,428.2012,5.0,2.0,1.0,-1.85,100.0,6.07661
473.64,6.08,3.0,1.0,35.58,6.0,1.0,8.31,6.33,5.37,587.66,3.0,35.0,0.47,473.2842,4.0,1.0,1.0,-1.66,90.0,5.95268
439.13,6.05,3.0,1.0,50.68,3.0,1.0,2.37,5.56,5.56,439.13,4.0,27.0,0.42,436.9656,4.0,1.0,1.0,-1.38,88.0,5.95585
359.47,5.29,2.0,2.0,49.33,4.0,1.0,8.31,5.66,5.64,359.47,3.0,27.0,0.67,359.1885,3.0,2.0,1.0,-0.8,99.0,6.5731
340.43,4.57,7.0,1.0,59.93,4.0,0.0,1.19,4.62,3.75,340.43,4.0,23.0,0.59,340.0453,5.0,1.0,0.0,-2.15,94.0,6.09444
444.64,6.41,4.0,0.0,34.89,5.0,1.0,0.6,6.87,6.87,444.64,3.0,32.0,0.34,444.2235,3.0,0.0,1.0,-1.01,92.0,5.72917
401.26,3.92,5.0,1.0,83.09,3.0,0.0,8.31,4.16,2.69,401.26,2.0,25.0,0.79,400.0423,5.0,1.0,0.0,-0.8,89.0,6.04085
476.64,4.86,3.0,3.0,60.16,6.0,0.0,9.02,4.54,2.91,476.64,3.0,35.0,0.48,476.2951,5.0,3.0,0.0,-0.55,97.0,6.01328
360.44,3.0,5.0,2.0,90.65,5.0,0.0,8.31,3.78,3.78,360.44,2.0,25.0,0.86,360.1144,6.0,3.0,0.0,-1.68,99.0,6.03045
472.63,4.85,4.0,3.0,70.59,10.0,0.0,9.17,5.42,3.66,472.63,3.0,35.0,0.39,472.2726,5.0,3.0,0.0,-0.19,97.0,6.137
475.43,4.13,4.0,8.0,143.52,9.0,1.0,10.43,4.4,-1.85,475.43,2.0,32.0,0.16,474.1814,8.0,8.0,1.0,-0.28,98.0,6.67423
467.59,5.59,4.0,2.0,74.85,7.0,1.0,7.92,5.05,4.42,581.62,5.0,34.0,0.33,467.1667,5.0,2.0,1.0,-1.15,100.0,6.48672
549.63,3.75,7.0,3.0,142.87,8.0,1.0,5.51,2.34,2.33,549.63,3.0,40.0,0.39,549.2587,11.0,3.0,2.0,-0.82,95.0,6.53508
316.75,3.44,6.0,1.0,69.16,4.0,0.0,7.68,2.83,2.45,353.21,3.0,22.0,0.74,316.0727,6.0,1.0,0.0,-1.01,86.0,5.91745
331.21,4.12,2.0,3.0,74.26,2.0,0.0,7.18,4.15,3.95,367.67,3.0,22.0,0.29,330.0439,4.0,4.0,0.0,-0.95,98.0,6.64769
397.52,5.24,3.0,2.0,52.15,5.0,1.0,9.13,5.09,3.35,511.54,4.0,30.0,0.48,397.2154,4.0,2.0,1.0,-0.9,95.0,6.10867
450.62,6.46,3.0,1.0,32.34,6.0,1.0,7.9,6.65,6.03,564.65,3.0,32.0,0.47,450.2141,3.0,1.0,1.0,-1.57,99.0,6.17241
630.32,5.73,5.0,1.0,87.15,6.0,2.0,8.41,3.06,3.03,630.32,3.0,39.0,0.35,628.0167,7.0,1.0,2.0,-0.43,100.0,6.47376
491.58,5.11,7.0,2.0,94.09,7.0,1.0,8.31,4.24,4.24,491.58,2.0,36.0,0.52,491.2308,7.0,2.0,1.0,-0.28,100.0,6.66232
361.49,4.14,5.0,2.0,53.08,7.0,0.0,8.59,4.24,3.02,361.49,3.0,27.0,0.66,361.2266,5.0,2.0,0.0,-1.5,87.0,5.9929
564.81,9.12,4.0,2.0,42.52,19.0,2.0,9.61,9.15,5.37,678.94,4.0,42.0,0.09,564.3716,4.0,2.0,2.0,-0.11,87.0,6.04175
438.6,6.02,4.0,3.0,66.73,7.0,1.0,9.33,5.51,2.76,552.62,5.0,32.0,0.29,438.1878,4.0,4.0,1.0,-0.81,100.0,6.35504
486.53,5.96,5.0,1.0,54.82,6.0,1.0,9.38,6.28,4.31,523.0,3.0,35.0,0.47,486.213,5.0,1.0,1.0,-0.06,98.0,7.29188
337.42,3.58,5.0,2.0,69.4,8.0,0.0,9.82,2.87,0.3,337.42,3.0,25.0,0.61,337.179,5.0,3.0,0.0,-0.66,100.0,5.89148
192.24,2.81,3.0,1.0,37.3,1.0,0.0,8.31,2.89,1.36,192.24,2.0,13.0,0.71,192.0245,2.0,1.0,0.0,-1.06,91.0,6.0555
421.54,5.71,4.0,1.0,41.15,4.0,1.0,7.69,5.4,4.93,535.56,4.0,30.0,0.46,421.1624,4.0,1.0,1.0,-1.44,88.0,6.05737
616.59,6.09,8.0,1.0,81.09,11.0,2.0,10.2,4.77,1.82,616.59,3.0,42.0,0.28,615.2379,9.0,1.0,2.0,-1.27,100.0,6.25565
338.41,2.69,4.0,2.0,74.01,4.0,0.0,8.5,1.59,1.31,338.41,3.0,25.0,0.77,338.1743,6.0,2.0,0.0,-0.55,87.0,6.43514
603.72,7.46,7.0,3.0,118.38,11.0,2.0,8.31,6.67,6.66,603.72,5.0,45.0,0.14,603.2846,9.0,3.0,2.0,-1.17,100.0,6.23553
419.49,4.21,8.0,2.0,94.33,9.0,0.0,7.27,3.48,3.25,419.49,4.0,31.0,0.42,419.1957,8.0,2.0,0.0,-1.22,99.0,6.62186
493.78,7.25,4.0,1.0,37.39,14.0,1.0,10.59,7.41,1.93,530.24,2.0,36.0,0.28,493.4032,4.0,1.0,1.0,-0.2,98.0,6.20439
314.43,3.45,4.0,2.0,54.38,5.0,0.0,9.57,2.99,0.85,350.89,2.0,23.0,0.89,314.1994,4.0,2.0,0.0,0.67,99.0,6.13916
314.43,3.45,4.0,2.0,54.38,5.0,0.0,9.57,2.99,0.85,350.89,2.0,23.0,0.89,314.1994,4.0,2.0,0.0,0.67,98.0,6.37028
367.88,4.26,3.0,3.0,56.92,6.0,0.0,9.13,4.45,2.72,367.88,3.0,26.0,0.57,367.1451,4.0,3.0,0.0,-0.46,92.0,6.06442
393.24,4.64,3.0,2.0,70.67,3.0,0.0,5.16,3.93,3.92,393.24,4.0,25.0,0.53,392.0273,5.0,2.0,0.0,-1.67,95.0,6.08962
480.02,3.77,7.0,3.0,85.42,8.0,0.0,8.33,5.26,4.28,516.48,3.0,34.0,0.45,479.22,8.0,3.0,0.0,-1.6,97.0,6.1864
561.95,4.85,5.0,1.0,48.05,8.0,1.0,8.92,4.68,3.1,651.99,2.0,35.0,0.47,560.1554,6.0,1.0,1.0,-1.48,100.0,6.44372
463.49,2.31,9.0,2.0,142.89,9.0,0.0,7.16,2.09,1.9,463.49,3.0,34.0,0.36,463.1856,10.0,4.0,0.0,-0.44,96.0,6.0065
328.4,4.7,6.0,1.0,50.7,3.0,0.0,1.18,4.92,3.86,328.4,4.0,22.0,0.59,328.0253,4.0,1.0,0.0,-2.64,95.0,6.04265
350.77,4.19,5.0,1.0,80.91,3.0,0.0,4.29,3.6,3.6,350.77,4.0,25.0,0.6,350.0571,6.0,1.0,0.0,-2.09,98.0,6.1045
493.57,3.62,7.0,2.0,101.48,7.0,0.0,7.31,3.41,3.15,493.57,5.0,37.0,0.34,493.2114,8.0,2.0,0.0,-1.31,100.0,6.46982
523.69,5.48,8.0,3.0,77.58,12.0,2.0,9.35,5.19,2.71,523.69,4.0,39.0,0.21,523.306,8.0,3.0,2.0,-1.22,100.0,6.19733
336.39,3.67,6.0,3.0,79.3,5.0,0.0,5.1,3.73,3.72,372.86,3.0,25.0,0.62,336.1586,6.0,3.0,0.0,-0.98,100.0,6.09353
603.49,6.83,3.0,3.0,73.47,10.0,2.0,9.14,5.6,3.86,603.49,2.0,40.0,0.21,602.1838,6.0,3.0,2.0,-1.78,100.0,6.17823
411.55,5.89,2.0,2.0,57.78,6.0,1.0,5.39,6.36,6.36,411.55,4.0,31.0,0.39,411.2311,4.0,2.0,1.0,-1.15,95.0,6.09622
482.63,3.59,5.0,2.0,74.33,9.0,0.0,9.65,2.09,0.83,596.65,3.0,34.0,0.49,482.2152,6.0,2.0,0.0,-1.71,98.0,6.03712
682.86,6.75,8.0,4.0,161.16,13.0,2.0,8.31,6.69,6.69,682.86,2.0,49.0,0.13,682.3942,12.0,4.0,3.0,-0.45,94.0,6.4587
478.63,5.01,6.0,1.0,52.19,7.0,1.0,9.0,4.12,2.12,478.63,2.0,35.0,0.57,478.2832,6.0,1.0,1.0,0.7,100.0,6.50648
458.54,4.34,6.0,2.0,87.47,4.0,0.0,8.94,2.43,1.32,495.0,5.0,33.0,0.42,458.1413,7.0,2.0,0.0,-1.31,100.0,6.15819
439.0,5.99,2.0,3.0,60.16,8.0,1.0,9.82,5.12,2.73,439.0,3.0,31.0,0.38,438.2186,5.0,3.0,1.0,-1.43,86.0,5.99236
532.13,6.68,4.0,1.0,54.46,9.0,2.0,9.18,6.63,4.85,532.13,3.0,38.0,0.31,531.2653,5.0,1.0,2.0,-0.77,93.0,6.03977
482.37,4.88,7.0,1.0,72.28,4.0,0.0,2.31,5.02,5.02,482.37,4.0,33.0,0.45,481.1072,7.0,1.0,0.0,-1.33,98.0,6.79364
248.29,2.5,3.0,1.0,53.4,2.0,0.0,5.3,1.84,1.83,248.29,3.0,19.0,0.55,248.1062,4.0,1.0,0.0,-0.97,95.0,6.12924
572.36,6.89,3.0,3.0,73.47,10.0,2.0,9.14,5.95,4.2,572.36,2.0,36.0,0.21,570.1123,6.0,3.0,2.0,-1.4,94.0,6.14125
418.5,6.85,2.0,3.0,69.81,4.0,1.0,5.69,6.59,6.58,418.5,5.0,32.0,0.3,418.1794,5.0,3.0,1.0,-1.16,100.0,6.85763
456.93,4.27,6.0,0.0,92.68,7.0,0.0,8.31,2.49,2.49,456.93,3.0,32.0,0.53,456.1564,8.0,0.0,0.0,-2.34,96.0,6.28609
416.91,5.43,3.0,2.0,62.22,6.0,1.0,4.45,5.44,5.41,416.91,4.0,30.0,0.44,416.1292,4.0,2.0,1.0,-0.98,95.0,6.07193
588.17,7.28,5.0,0.0,55.84,9.0,2.0,6.9,7.85,7.73,624.63,4.0,41.0,0.21,587.1897,5.0,0.0,2.0,-0.87,89.0,5.99314
448.01,5.61,3.0,1.0,35.58,6.0,1.0,8.8,5.76,4.34,562.03,3.0,32.0,0.53,447.2077,4.0,1.0,1.0,-1.59,92.0,6.22467
380.5,1.32,6.0,1.0,82.61,4.0,0.0,6.42,1.77,1.73,380.5,2.0,25.0,0.87,380.0977,7.0,1.0,0.0,-2.5,91.0,5.93642
379.51,4.95,7.0,1.0,63.59,5.0,0.0,3.02,4.06,4.06,379.51,4.0,26.0,0.53,379.0925,5.0,1.0,0.0,-2.36,92.0,6.25279
499.63,4.49,5.0,1.0,47.63,7.0,0.0,7.94,4.66,3.98,613.66,4.0,37.0,0.41,499.2747,6.0,1.0,0.0,-1.46,100.0,6.83943
449.48,6.35,6.0,2.0,67.27,6.0,1.0,4.48,6.4,6.37,449.48,5.0,32.0,0.32,449.101,5.0,2.0,1.0,-1.74,92.0,6.24351
452.6,3.1,6.0,2.0,91.92,6.0,0.0,9.06,2.79,1.12,452.6,2.0,33.0,0.7,452.2787,7.0,3.0,0.0,-0.27,99.0,6.11199
449.43,5.91,2.0,6.0,95.82,11.0,2.0,10.62,5.84,1.25,449.43,2.0,30.0,0.15,448.1909,6.0,6.0,2.0,-0.44,93.0,6.22885
395.93,4.84,4.0,0.0,30.29,6.0,0.0,7.79,4.42,3.88,395.93,3.0,28.0,0.6,395.1764,4.0,0.0,0.0,-1.42,94.0,6.07648
378.35,3.69,4.0,3.0,79.04,7.0,0.0,6.98,3.78,3.65,378.35,3.0,27.0,0.55,378.1304,6.0,3.0,0.0,-1.46,100.0,6.24725
449.51,3.3,6.0,2.0,92.25,6.0,0.0,7.32,3.17,2.91,449.51,5.0,34.0,0.39,449.1852,7.0,2.0,0.0,-1.49,99.0,6.27195
303.39,3.91,4.0,2.0,71.09,3.0,0.0,8.31,3.31,2.96,303.39,2.0,21.0,0.84,303.1041,5.0,2.0,0.0,-2.43,96.0,6.04278
552.65,5.0,8.0,1.0,95.56,9.0,2.0,8.31,3.75,3.75,552.65,3.0,39.0,0.37,552.193,9.0,1.0,2.0,-0.61,97.0,6.00618
473.47,5.33,4.0,1.0,48.72,5.0,1.0,8.05,4.99,4.25,473.47,3.0,34.0,0.51,473.1726,5.0,1.0,1.0,-1.97,91.0,6.29206
450.51,5.84,3.0,2.0,57.94,4.0,1.0,9.66,5.28,3.16,564.53,4.0,33.0,0.41,450.2031,4.0,3.0,1.0,-1.3,99.0,6.28551
511.5,6.31,3.0,1.0,52.23,5.0,2.0,9.84,5.66,3.23,511.5,3.0,35.0,0.41,510.1953,5.0,1.0,2.0,-1.2,100.0,6.31438
270.33,4.64,2.0,1.0,38.91,1.0,0.0,9.25,4.32,2.85,270.33,4.0,21.0,0.51,270.1157,2.0,2.0,0.0,-0.46,100.0,6.85318
567.56,6.7,4.0,2.0,64.68,10.0,2.0,8.29,6.93,5.98,567.56,3.0,39.0,0.27,566.2215,6.0,2.0,2.0,-1.54,100.0,6.80826
489.44,6.06,3.0,2.0,69.64,4.0,1.0,8.31,5.71,5.64,489.44,2.0,33.0,0.51,488.1633,5.0,2.0,1.0,-1.17,98.0,6.11748
523.62,5.28,4.0,2.0,78.51,7.0,2.0,8.9,4.58,3.35,637.64,2.0,36.0,0.52,523.2116,6.0,2.0,2.0,-1.72,100.0,6.13619
336.44,4.43,3.0,4.0,84.79,7.0,0.0,10.65,3.89,2.24,372.9,3.0,25.0,0.29,336.195,5.0,4.0,0.0,-0.49,100.0,6.72121
617.46,9.16,2.0,1.0,32.34,8.0,2.0,9.36,8.66,6.71,617.46,3.0,41.0,0.26,616.1483,3.0,1.0,2.0,-1.09,92.0,6.06299
432.52,3.55,7.0,1.0,94.59,7.0,0.0,8.31,3.89,3.76,432.52,3.0,29.0,0.61,432.0814,7.0,1.0,0.0,-1.81,95.0,6.5202
428.54,4.96,6.0,2.0,68.3,10.0,0.0,7.32,5.35,5.09,428.54,4.0,32.0,0.37,428.2212,6.0,2.0,0.0,-0.64,100.0,6.54975
439.6,5.9,3.0,3.0,51.29,8.0,1.0,9.28,4.61,2.84,439.6,4.0,33.0,0.3,439.2624,4.0,3.0,1.0,-0.55,100.0,6.13972
472.61,5.69,5.0,2.0,70.25,8.0,1.0,9.42,4.76,2.9,586.64,4.0,34.0,0.32,472.1933,6.0,2.0,1.0,-1.19,100.0,6.64064
386.29,4.43,3.0,2.0,57.78,6.0,0.0,4.42,4.72,4.72,422.75,3.0,24.0,0.62,385.079,4.0,2.0,0.0,-0.63,91.0,5.93384
427.98,5.03,5.0,0.0,36.44,2.0,1.0,8.7,4.23,3.39,427.98,3.0,28.0,0.57,427.058,4.0,0.0,1.0,-1.65,94.0,5.99425
301.33,1.65,5.0,2.0,106.17,2.0,0.0,0.73,1.97,1.97,301.33,3.0,21.0,0.75,301.0521,6.0,3.0,0.0,-1.35,99.0,6.02418
554.16,5.75,5.0,2.0,70.67,9.0,2.0,10.02,4.32,2.31,590.62,3.0,38.0,0.33,553.2166,6.0,2.0,2.0,-1.12,100.0,5.99802
339.35,1.9,5.0,2.0,93.19,4.0,0.0,8.31,2.94,2.94,339.35,3.0,25.0,0.76,339.1219,7.0,2.0,0.0,-1.39,100.0,6.11681
360.38,2.89,8.0,1.0,100.97,3.0,0.0,5.07,2.02,2.02,360.38,4.0,27.0,0.6,360.1335,8.0,2.0,0.0,-0.69,100.0,6.36756
459.63,5.41,4.0,2.0,49.52,5.0,1.0,9.1,4.82,2.72,496.1,3.0,34.0,0.54,459.2886,5.0,2.0,1.0,1.01,100.0,6.0631
465.99,4.77,6.0,2.0,79.38,7.0,0.0,5.49,4.72,4.72,465.99,3.0,33.0,0.52,465.1932,7.0,2.0,0.0,-1.53,94.0,6.02947
466.92,5.4,5.0,3.0,69.81,7.0,1.0,9.12,5.24,3.53,503.38,4.0,31.0,0.32,466.0842,5.0,3.0,1.0,-1.03,99.0,6.12266
605.22,6.54,5.0,2.0,73.91,13.0,2.0,9.49,6.5,3.1,605.22,3.0,43.0,0.22,604.318,7.0,2.0,2.0,-1.18,100.0,6.11573
440.35,4.39,4.0,2.0,60.5,3.0,0.0,8.22,4.0,2.96,476.81,3.0,28.0,0.63,439.1008,6.0,2.0,0.0,-1.8,100.0,6.42981
454.62,5.01,4.0,6.0,114.28,14.0,2.0,10.95,4.67,-0.04,454.62,2.0,33.0,0.14,454.3056,8.0,6.0,2.0,-0.4,96.0,6.78451
459.52,4.26,4.0,1.0,71.41,5.0,0.0,8.31,4.52,4.52,459.52,3.0,34.0,0.46,459.1958,6.0,1.0,0.0,-1.68,92.0,6.01318
424.55,4.9,3.0,2.0,75.01,5.0,0.0,9.04,4.65,3.0,538.57,4.0,32.0,0.48,424.2263,5.0,3.0,0.0,-1.22,89.0,6.06911
587.79,5.75,6.0,2.0,101.73,12.0,2.0,9.17,4.99,3.22,587.79,3.0,42.0,0.21,587.2818,7.0,3.0,2.0,-0.82,90.0,6.04911
499.4,5.09,5.0,0.0,79.54,6.0,1.0,8.31,3.62,3.62,499.4,3.0,34.0,0.47,498.1225,7.0,0.0,1.0,-2.15,95.0,6.64442
622.18,8.14,3.0,3.0,53.16,14.0,2.0,10.57,9.1,3.67,622.18,4.0,44.0,0.13,621.2734,4.0,3.0,2.0,-0.98,100.0,6.24379
399.5,3.54,5.0,1.0,61.36,4.0,0.0,8.7,3.87,3.03,513.52,3.0,30.0,0.73,399.2059,6.0,1.0,0.0,-1.59,99.0,6.06448
476.38,5.73,4.0,1.0,63.05,3.0,1.0,2.18,4.59,4.59,476.38,4.0,31.0,0.41,475.1008,6.0,1.0,1.0,-1.66,90.0,6.11771
348.96,4.76,2.0,1.0,15.27,7.0,0.0,10.72,5.03,-0.68,462.98,1.0,24.0,0.71,348.2332,2.0,1.0,0.0,-1.2,97.0,6.15996
447.55,4.89,4.0,1.0,44.81,6.0,0.0,8.74,4.55,3.19,561.58,3.0,33.0,0.58,447.2322,5.0,1.0,0.0,-1.56,100.0,6.17277
530.45,5.94,2.0,3.0,60.16,8.0,2.0,9.82,5.44,3.05,530.45,3.0,31.0,0.25,530.1543,5.0,3.0,2.0,-1.46,99.0,6.00289
474.39,4.48,5.0,2.0,74.69,6.0,0.0,8.2,3.38,2.51,474.39,3.0,32.0,0.55,473.1273,6.0,2.0,0.0,-1.18,96.0,6.21186
495.47,7.09,3.0,2.0,71.65,4.0,1.0,9.0,7.31,6.81,495.47,2.0,32.0,0.27,494.1681,5.0,2.0,1.0,-1.02,99.0,6.10523
442.49,5.28,5.0,2.0,89.96,7.0,1.0,9.29,4.29,2.43,556.52,5.0,33.0,0.36,442.1805,6.0,3.0,1.0,-0.64,95.0,5.98372
426.52,5.01,5.0,1.0,74.17,8.0,1.0,8.86,4.7,3.48,426.52,4.0,32.0,0.43,426.2056,6.0,1.0,1.0,-1.11,100.0,6.3902
493.53,5.1,4.0,2.0,64.26,5.0,1.0,7.21,4.79,4.57,493.53,4.0,36.0,0.41,493.2089,6.0,2.0,1.0,-1.7,100.0,6.37627
514.46,4.74,5.0,2.0,73.49,9.0,1.0,8.74,3.5,2.25,514.46,3.0,35.0,0.19,513.1698,7.0,2.0,1.0,-0.85,98.0,6.13504
544.83,6.32,4.0,1.0,38.82,13.0,2.0,9.7,5.93,2.93,658.85,2.0,40.0,0.32,544.4141,5.0,1.0,2.0,-1.05,98.0,6.05247
443.6,5.02,5.0,2.0,70.15,7.0,1.0,8.03,4.6,3.88,489.62,3.0,33.0,0.54,443.2685,6.0,2.0,1.0,-1.02,93.0,6.08533
561.68,3.72,7.0,3.0,109.36,14.0,1.0,8.54,3.06,1.9,598.14,3.0,41.0,0.28,561.2839,9.0,3.0,1.0,-0.72,94.0,6.06933
491.08,6.66,3.0,2.0,52.57,9.0,1.0,9.15,6.65,5.06,491.08,3.0,35.0,0.33,490.2387,4.0,2.0,1.0,-0.73,100.0,6.04994
421.53,3.34,6.0,2.0,104.97,5.0,0.0,8.99,2.03,0.63,535.55,4.0,30.0,0.51,421.1572,7.0,3.0,0.0,-1.4,100.0,6.05187
620.14,5.77,7.0,4.0,152.94,11.0,2.0,2.34,5.18,5.1,620.14,5.0,43.0,0.15,619.1769,11.0,4.0,3.0,-1.67,100.0,6.22656
296.41,3.67,3.0,1.0,36.36,4.0,0.0,8.65,3.08,2.74,332.87,2.0,22.0,0.93,296.1889,3.0,1.0,0.0,-0.56,93.0,6.0508
258.27,2.97,3.0,1.0,55.76,5.0,0.0,8.31,3.04,-0.03,258.27,2.0,19.0,0.9,258.0892,4.0,1.0,0.0,-0.3,99.0,6.08662
429.36,5.0,6.0,2.0,65.97,7.0,1.0,7.19,4.82,4.53,429.36,3.0,29.0,0.55,428.1283,6.0,2.0,1.0,-1.82,85.0,5.93257
568.55,6.78,4.0,1.0,65.64,7.0,2.0,9.96,6.21,3.69,568.55,3.0,39.0,0.25,567.2055,6.0,1.0,2.0,-0.8,97.0,6.29043
593.65,5.21,9.0,4.0,107.46,12.0,2.0,8.87,6.12,4.05,707.68,4.0,43.0,0.16,593.2726,9.0,4.0,2.0,-0.94,93.0,6.05445
201.27,2.31,2.0,2.0,32.26,3.0,0.0,9.51,2.01,0.21,282.18,2.0,15.0,0.8,201.1154,2.0,2.0,0.0,0.36,94.0,6.0947
316.75,3.66,6.0,2.0,100.19,3.0,0.0,6.76,2.68,2.59,316.75,3.0,22.0,0.76,316.0727,6.0,4.0,0.0,-0.93,100.0,5.96486
517.94,6.04,6.0,2.0,81.07,7.0,2.0,3.24,5.65,5.65,517.94,4.0,36.0,0.31,517.1492,7.0,2.0,2.0,-1.87,85.0,6.01188
570.68,6.2,6.0,2.0,70.39,9.0,2.0,9.52,5.25,3.14,570.68,4.0,40.0,0.24,570.2276,6.0,2.0,2.0,-1.3,95.0,5.97618
355.49,3.69,6.0,2.0,62.31,7.0,0.0,8.63,3.38,2.12,355.49,2.0,26.0,0.79,355.2372,6.0,2.0,0.0,-1.46,100.0,6.11625
250.3,3.49,3.0,1.0,48.14,2.0,0.0,7.07,3.0,2.84,364.32,3.0,19.0,0.76,250.1106,3.0,2.0,0.0,-0.29,100.0,6.38958
440.55,4.66,5.0,1.0,53.65,5.0,0.0,8.71,4.21,2.88,440.55,4.0,33.0,0.49,440.2212,6.0,1.0,0.0,-1.54,91.0,6.05746
582.57,6.93,4.0,1.0,65.64,8.0,2.0,10.28,6.41,3.63,582.57,3.0,40.0,0.23,581.2212,6.0,1.0,2.0,-0.98,100.0,6.2954
236.28,2.05,2.0,3.0,74.26,1.0,0.0,8.11,2.19,1.41,272.74,2.0,18.0,0.4,236.1062,4.0,4.0,0.0,0.01,100.0,6.2154
435.66,5.98,3.0,1.0,35.58,11.0,1.0,9.31,6.53,4.63,549.68,2.0,32.0,0.44,435.325,4.0,1.0,1.0,-1.21,92.0,6.17958
326.35,1.69,4.0,2.0,84.5,5.0,0.0,8.31,1.88,1.88,326.35,2.0,24.0,0.82,326.1267,6.0,2.0,0.0,-0.74,96.0,6.25482
366.55,4.0,2.0,0.0,23.55,4.0,0.0,8.69,4.73,3.42,403.01,1.0,27.0,0.75,366.2671,3.0,0.0,0.0,-0.11,98.0,6.14257
463.56,5.75,4.0,1.0,48.05,5.0,1.0,8.77,5.54,4.09,577.58,5.0,35.0,0.36,463.2172,5.0,1.0,1.0,-1.59,100.0,7.06679
447.65,5.8,3.0,2.0,48.13,6.0,1.0,10.28,5.27,2.48,447.65,3.0,32.0,0.47,447.2344,4.0,2.0,1.0,-1.26,82.0,5.97694
453.55,5.2,6.0,3.0,88.17,9.0,1.0,6.12,5.35,5.32,567.57,4.0,34.0,0.32,453.2165,7.0,3.0,1.0,-1.11,100.0,5.99522
290.37,4.58,4.0,2.0,49.84,4.0,0.0,5.43,4.85,4.84,326.83,3.0,22.0,0.74,290.1531,4.0,2.0,0.0,-1.63,85.0,5.98162
559.76,2.89,8.0,4.0,157.8,17.0,1.0,0.06,2.25,2.05,559.76,1.0,37.0,0.1,559.2498,11.0,4.0,2.0,-0.72,100.0,7.09118
419.59,4.88,4.0,1.0,35.58,6.0,0.0,8.46,4.46,3.37,533.62,3.0,30.0,0.62,419.2031,4.0,1.0,0.0,-1.46,92.0,5.97843
491.01,5.03,7.0,2.0,83.98,8.0,1.0,7.17,3.32,3.1,491.01,4.0,32.0,0.34,490.07,6.0,2.0,1.0,-1.96,88.0,5.96646
437.03,5.97,2.0,1.0,32.34,5.0,1.0,9.88,6.06,3.62,437.03,2.0,31.0,0.59,436.2281,3.0,1.0,1.0,-0.89,98.0,6.05019
483.4,4.61,6.0,2.0,74.56,8.0,0.0,8.51,4.31,3.17,483.4,4.0,33.0,0.38,482.1389,7.0,2.0,0.0,-2.0,100.0,6.15633
400.95,5.4,3.0,1.0,41.57,7.0,1.0,8.63,5.6,4.35,514.97,2.0,28.0,0.68,400.1918,4.0,1.0,1.0,-1.43,83.0,6.00378
474.99,5.63,4.0,1.0,53.01,4.0,1.0,7.44,4.86,4.8,474.99,3.0,34.0,0.53,474.171,5.0,1.0,1.0,-0.47,97.0,6.12141
437.58,5.33,3.0,2.0,43.7,6.0,1.0,9.34,5.25,3.31,437.58,4.0,33.0,0.43,437.2355,3.0,2.0,1.0,0.0,99.0,6.25669
406.49,2.87,7.0,4.0,102.41,9.0,0.0,7.22,2.46,2.22,406.49,3.0,30.0,0.43,406.2117,8.0,4.0,0.0,-1.4,95.0,6.01196
