mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,cx_most_bpka,cx_logp,cx_logd,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,PCT_IHB_3D7,pXC50_3D7
374.37,4.38,5.0,3.0,70.07,6.0,0.0,5.44,4.21,4.2,374.37,3.0,27.0,0.6,374.1354,5.0,3.0,0.0,-1.37,100.0,6.18993
508.02,6.91,6.0,3.0,74.86,9.0,2.0,9.28,6.14,4.27,508.02,5.0,35.0,0.2,507.1296,6.0,3.0,2.0,-1.59,100.0,6.96259
588.84,7.52,3.0,2.0,47.61,13.0,2.0,9.87,7.25,3.77,702.86,4.0,44.0,0.17,588.3828,5.0,2.0,2.0,-1.11,89.0,5.93121
623.79,6.92,9.0,1.0,117.23,6.0,2.0,8.78,9.27,7.88,623.79,2.0,45.0,0.27,623.3458,9.0,1.0,2.0,0.39,97.0,6.37764
399.86,5.2,5.0,0.0,76.34,6.0,1.0,8.31,5.58,5.58,399.86,3.0,27.0,0.32,399.0444,6.0,0.0,1.0,-2.34,100.0,6.40058
413.52,5.4,5.0,3.0,66.41,8.0,1.0,8.87,4.65,3.24,413.52,4.0,31.0,0.34,413.2103,5.0,3.0,1.0,-0.7,100.0,6.12535
419.52,4.31,5.0,2.0,67.79,10.0,0.0,9.58,4.9,2.75,455.98,3.0,31.0,0.48,419.2097,5.0,2.0,0.0,-0.46,86.0,5.93467
422.57,6.31,3.0,2.0,33.29,10.0,1.0,9.67,6.23,4.0,536.59,4.0,32.0,0.29,422.2358,3.0,2.0,1.0,-0.64,96.0,5.97824
392.5,3.96,5.0,1.0,57.7,6.0,0.0,9.21,3.11,1.43,428.96,3.0,29.0,0.51,392.2212,6.0,1.0,0.0,-1.18,90.0,5.99413
261.33,1.36,6.0,2.0,89.23,3.0,0.0,8.09,1.42,0.68,261.33,1.0,19.0,0.86,261.159,6.0,4.0,0.0,-0.03,96.0,7.96282
382.53,4.06,5.0,2.0,55.39,4.0,0.0,10.29,1.74,0.99,418.99,3.0,27.0,0.71,382.1827,5.0,2.0,0.0,-1.25,100.0,6.19265
493.53,7.06,3.0,2.0,67.01,5.0,1.0,4.92,6.42,6.42,493.53,4.0,36.0,0.31,493.1977,5.0,2.0,1.0,-1.36,85.0,6.26167
597.74,6.23,7.0,2.0,92.89,12.0,2.0,8.91,7.48,5.96,597.74,5.0,43.0,0.13,597.2297,8.0,2.0,2.0,-0.95,97.0,6.13105
594.72,7.01,4.0,2.0,61.8,11.0,2.0,9.18,7.04,5.27,631.18,3.0,43.0,0.23,594.3069,5.0,2.0,2.0,-0.62,98.0,6.068
422.61,5.87,4.0,1.0,33.73,9.0,1.0,10.5,5.48,0.96,536.64,2.0,31.0,0.55,422.2933,4.0,1.0,1.0,-0.86,85.0,6.04387
323.44,3.77,3.0,1.0,42.21,7.0,0.0,9.94,2.29,-0.21,323.44,3.0,24.0,0.31,323.1998,4.0,1.0,0.0,-0.78,100.0,6.05977
395.22,4.3,5.0,1.0,80.91,3.0,0.0,4.29,3.77,3.77,395.22,4.0,25.0,0.56,394.0065,6.0,1.0,0.0,-1.94,99.0,6.12822
257.64,1.26,4.0,4.0,134.14,2.0,0.0,6.83,1.15,1.04,367.77,1.0,17.0,0.27,257.0316,8.0,5.0,0.0,-2.01,97.0,6.11829
487.51,4.14,6.0,4.0,149.45,10.0,0.0,6.18,1.26,-2.48,545.96,4.0,36.0,0.19,487.1743,9.0,4.0,0.0,-0.37,95.0,7.44696
457.51,5.38,5.0,1.0,65.38,6.0,1.0,2.15,4.8,4.8,457.51,4.0,34.0,0.42,457.1802,6.0,1.0,1.0,-1.39,93.0,6.04531
352.44,3.35,4.0,2.0,79.9,6.0,0.0,1.84,2.39,2.39,352.44,3.0,26.0,0.71,352.1899,6.0,2.0,0.0,-1.29,84.0,5.9958
493.63,3.19,8.0,2.0,90.82,7.0,0.0,8.62,2.37,1.0,530.09,3.0,35.0,0.52,493.2148,8.0,2.0,0.0,-0.96,91.0,6.86517
568.49,7.71,4.0,1.0,32.7,5.0,2.0,8.03,6.98,6.26,684.56,3.0,37.0,0.34,567.1013,3.0,1.0,2.0,-0.83,95.0,6.09768
451.96,4.81,5.0,2.0,69.73,5.0,0.0,7.43,3.95,3.64,451.96,3.0,32.0,0.58,451.1775,7.0,2.0,0.0,-1.44,98.0,6.1219
486.49,4.9,5.0,2.0,87.47,6.0,0.0,4.44,3.37,3.37,486.49,3.0,35.0,0.52,486.1879,7.0,2.0,0.0,-1.96,91.0,6.10654
572.36,6.89,3.0,3.0,73.47,10.0,2.0,9.14,5.95,4.2,572.36,2.0,36.0,0.21,570.1123,6.0,3.0,2.0,-1.47,91.0,6.19392
483.68,6.07,4.0,1.0,56.13,6.0,1.0,9.67,6.32,4.07,520.14,3.0,35.0,0.46,483.2344,4.0,1.0,1.0,-1.24,99.0,6.16507
428.94,4.2,4.0,3.0,78.43,4.0,0.0,9.96,3.88,3.65,465.4,3.0,29.0,0.54,428.0961,5.0,3.0,0.0,-0.73,99.0,6.0086
473.96,5.17,6.0,2.0,84.23,8.0,1.0,7.42,3.18,2.83,473.96,4.0,32.0,0.34,473.0976,6.0,2.0,1.0,-1.57,99.0,6.17535
408.88,3.03,3.0,0.0,57.69,4.0,0.0,8.31,3.21,3.21,408.88,2.0,27.0,0.73,408.0711,5.0,0.0,0.0,-1.64,91.0,6.19771
429.48,5.45,5.0,2.0,83.56,4.0,1.0,5.15,5.02,5.02,429.48,5.0,31.0,0.4,429.106,6.0,2.0,1.0,-2.11,100.0,7.01684
447.52,2.15,10.0,3.0,151.68,10.0,0.0,8.15,0.51,0.49,447.52,2.0,31.0,0.46,447.1576,10.0,5.0,0.0,0.02,94.0,7.51288
290.29,1.88,4.0,1.0,74.32,4.0,0.0,8.31,2.15,2.15,290.29,2.0,21.0,0.87,290.1067,5.0,2.0,0.0,-2.06,97.0,6.47999
406.49,5.55,6.0,1.0,68.52,4.0,1.0,5.27,5.2,5.2,406.49,5.0,31.0,0.42,406.1906,6.0,1.0,1.0,-1.34,99.0,6.99393
600.84,8.11,6.0,2.0,60.98,21.0,2.0,10.41,8.04,2.85,696.95,4.0,44.0,0.09,600.3927,6.0,2.0,2.0,0.02,91.0,6.03398
649.68,7.05,5.0,1.0,54.04,9.0,2.0,8.4,6.3,5.26,649.68,3.0,46.0,0.25,649.2739,6.0,1.0,2.0,-0.78,100.0,6.13784
496.57,3.84,5.0,1.0,87.76,4.0,0.0,2.94,2.68,2.68,496.57,4.0,37.0,0.46,496.2111,8.0,1.0,0.0,-0.79,91.0,5.99903
397.52,5.1,3.0,2.0,52.15,5.0,1.0,9.02,4.65,3.03,511.54,4.0,30.0,0.49,397.2154,4.0,2.0,1.0,-0.87,100.0,6.04654
575.38,7.37,2.0,1.0,39.34,5.0,2.0,8.72,6.31,4.98,575.38,3.0,35.0,0.32,573.0949,4.0,1.0,2.0,-0.62,100.0,6.53911
564.64,5.57,7.0,0.0,65.46,3.0,2.0,9.42,4.54,2.3,601.1,4.0,40.0,0.32,564.1919,7.0,0.0,2.0,-1.85,100.0,6.10574
404.52,2.98,6.0,0.0,67.15,4.0,0.0,2.11,3.17,3.17,404.52,3.0,30.0,0.67,404.2325,7.0,0.0,0.0,-2.04,92.0,5.94448
333.35,3.64,5.0,1.0,81.01,4.0,0.0,8.31,4.58,4.58,333.35,4.0,25.0,0.62,333.1113,6.0,1.0,0.0,-1.13,99.0,6.68745
474.63,4.7,5.0,1.0,65.54,9.0,0.0,8.87,3.0,2.86,588.65,4.0,34.0,0.38,474.2089,6.0,1.0,0.0,-1.56,93.0,6.06337
374.89,5.05,4.0,2.0,62.22,6.0,1.0,3.64,4.66,4.57,374.89,3.0,25.0,0.63,374.0856,4.0,2.0,1.0,-1.44,93.0,6.42074
472.43,5.23,4.0,3.0,83.68,9.0,1.0,10.05,4.0,2.28,472.43,2.0,30.0,0.26,471.1634,6.0,3.0,1.0,-1.29,89.0,5.98134
415.53,4.77,3.0,1.0,35.58,7.0,0.0,9.56,4.81,2.67,529.55,2.0,30.0,0.71,415.2435,4.0,1.0,0.0,-1.85,88.0,6.02517
489.02,5.59,4.0,2.0,70.25,6.0,1.0,8.51,5.07,3.93,489.02,4.0,35.0,0.37,488.1979,6.0,2.0,1.0,-1.42,99.0,6.5166
279.35,3.03,5.0,2.0,82.75,1.0,0.0,5.98,2.96,2.94,279.35,3.0,21.0,0.67,279.1484,5.0,4.0,0.0,-0.06,94.0,6.88094
279.35,2.4,5.0,2.0,90.71,2.0,0.0,2.67,2.88,2.88,315.81,3.0,21.0,0.75,279.1484,5.0,4.0,0.0,-0.59,95.0,6.60634
433.53,2.51,4.0,3.0,102.9,10.0,0.0,1.13,2.42,2.42,433.53,1.0,31.0,0.49,433.2489,8.0,3.0,0.0,-0.66,89.0,5.98652
453.97,4.03,5.0,4.0,102.93,6.0,0.0,8.9,2.4,2.18,490.44,3.0,32.0,0.45,453.1932,7.0,4.0,0.0,-0.69,97.0,6.07523
454.59,2.55,7.0,4.0,131.86,12.0,0.0,0.06,2.44,2.23,454.59,1.0,31.0,0.22,454.225,9.0,4.0,0.0,-0.36,99.0,6.83001
421.93,4.61,7.0,1.0,73.34,7.0,0.0,8.31,4.72,4.72,421.93,3.0,27.0,0.56,421.0322,6.0,1.0,0.0,-2.11,95.0,6.07857
338.41,4.47,3.0,1.0,53.4,3.0,0.0,5.78,3.65,3.64,338.41,4.0,26.0,0.43,338.1531,4.0,1.0,0.0,-1.01,99.0,6.16073
496.39,2.9,9.0,3.0,142.45,9.0,0.0,8.17,1.57,1.55,496.39,2.0,30.0,0.45,495.0576,9.0,5.0,0.0,-0.08,94.0,6.91156
431.54,3.41,6.0,3.0,86.3,7.0,0.0,8.71,2.01,0.66,521.57,4.0,32.0,0.42,431.2321,7.0,3.0,0.0,-1.04,92.0,5.96917
449.62,4.88,5.0,1.0,44.81,7.0,0.0,7.88,4.31,3.7,563.64,3.0,32.0,0.56,449.2137,5.0,1.0,0.0,-1.43,90.0,6.01852
453.45,5.95,4.0,3.0,86.46,4.0,1.0,4.4,4.94,4.94,453.45,5.0,32.0,0.31,453.0871,6.0,3.0,1.0,-1.53,89.0,5.95603
434.58,6.55,2.0,1.0,32.34,6.0,1.0,8.83,6.71,5.27,434.58,4.0,33.0,0.37,434.2358,3.0,1.0,1.0,-1.04,95.0,6.05762
524.63,4.69,9.0,4.0,121.9,13.0,1.0,9.01,4.31,2.68,524.63,5.0,39.0,0.17,524.2648,10.0,4.0,1.0,-0.63,98.0,6.2699
697.91,6.66,7.0,1.0,106.4,13.0,2.0,8.98,5.83,3.31,811.93,5.0,51.0,0.14,697.3087,8.0,1.0,2.0,-1.72,96.0,6.01024
404.86,4.88,4.0,3.0,86.88,4.0,0.0,6.01,4.2,4.18,404.86,4.0,29.0,0.45,404.104,6.0,3.0,0.0,-1.79,100.0,6.00218
398.51,6.13,2.0,3.0,69.81,5.0,1.0,5.69,5.87,5.86,398.51,4.0,30.0,0.38,398.2107,5.0,3.0,1.0,-1.42,100.0,6.72379
434.5,5.37,4.0,2.0,79.78,5.0,1.0,5.7,5.62,5.61,434.5,5.0,33.0,0.29,434.1743,6.0,2.0,1.0,-1.28,98.0,6.01047
378.35,5.02,5.0,1.0,52.61,5.0,1.0,7.19,3.98,3.78,378.35,3.0,27.0,0.68,378.1191,5.0,1.0,1.0,-0.94,100.0,6.15643
409.32,7.17,3.0,1.0,34.15,5.0,1.0,7.09,6.48,6.31,445.78,4.0,28.0,0.38,408.0796,3.0,1.0,1.0,-1.52,100.0,6.36349
319.19,4.45,2.0,1.0,37.79,2.0,0.0,0.94,4.15,3.7,319.19,3.0,21.0,0.74,318.0327,3.0,1.0,0.0,-1.27,99.0,6.03197
377.87,4.64,4.0,1.0,56.79,8.0,0.0,8.31,4.03,4.03,377.87,2.0,26.0,0.73,377.1394,5.0,1.0,0.0,-1.19,98.0,6.01935
485.39,3.41,5.0,1.0,84.94,4.0,0.0,8.31,2.47,2.47,485.39,2.0,31.0,0.72,484.0626,7.0,1.0,0.0,-0.8,91.0,6.19134
553.99,6.35,3.0,2.0,47.61,9.0,2.0,8.68,6.34,5.04,553.99,2.0,35.0,0.22,552.1284,5.0,2.0,2.0,-1.54,86.0,5.94514
432.38,4.9,4.0,1.0,67.35,3.0,0.0,1.23,3.61,3.61,432.38,3.0,31.0,0.6,432.1209,6.0,1.0,0.0,-1.58,97.0,6.30092
470.38,3.64,5.0,3.0,106.88,5.0,0.0,7.93,4.32,3.69,470.38,2.0,30.0,0.62,469.0742,8.0,3.0,0.0,-0.95,88.0,5.94494
438.58,5.16,6.0,2.0,67.66,6.0,1.0,8.67,5.23,3.94,438.58,4.0,33.0,0.44,438.2532,6.0,2.0,1.0,-1.21,100.0,6.06696
433.56,3.64,6.0,1.0,80.24,11.0,0.0,9.17,2.28,0.52,547.58,3.0,32.0,0.47,433.2478,7.0,1.0,0.0,-1.65,81.0,5.90327
331.38,3.15,6.0,3.0,91.41,6.0,0.0,5.18,3.58,3.57,445.41,4.0,25.0,0.5,331.1545,7.0,3.0,0.0,-1.7,100.0,6.06388
320.46,5.04,2.0,1.0,19.03,3.0,1.0,8.54,4.64,3.47,436.53,3.0,23.0,0.73,320.1347,2.0,1.0,1.0,-0.57,98.0,6.4484
471.55,6.18,4.0,2.0,52.15,5.0,1.0,8.55,5.3,4.12,585.57,4.0,33.0,0.37,471.1592,4.0,2.0,1.0,-1.31,99.0,6.2305
581.83,6.13,7.0,2.0,90.98,8.0,2.0,10.25,4.66,3.53,581.83,4.0,39.0,0.19,581.1953,7.0,2.0,2.0,-1.6,100.0,6.09091
514.66,6.91,2.0,3.0,43.09,5.0,2.0,10.28,6.68,3.89,514.66,3.0,36.0,0.32,514.2378,4.0,3.0,2.0,-1.39,100.0,6.40663
337.38,4.27,2.0,2.0,32.26,6.0,0.0,9.68,4.72,2.49,453.46,2.0,24.0,0.83,337.1653,2.0,2.0,0.0,-0.82,100.0,6.05754
526.51,6.75,3.0,3.0,68.36,6.0,2.0,10.41,5.29,3.56,526.51,3.0,36.0,0.31,525.195,5.0,3.0,2.0,-0.66,100.0,6.85276
452.95,7.5,2.0,3.0,69.81,4.0,1.0,5.69,7.19,7.19,452.95,5.0,33.0,0.26,452.1404,5.0,3.0,1.0,-1.19,100.0,6.70078
382.53,4.32,4.0,3.0,83.8,6.0,0.0,9.18,3.6,1.83,418.99,3.0,27.0,0.59,382.1827,5.0,4.0,0.0,-0.5,98.0,6.02219
447.67,6.15,3.0,1.0,35.58,7.0,1.0,9.82,6.27,3.89,561.69,2.0,33.0,0.55,447.325,4.0,1.0,1.0,-1.31,90.0,6.21102
548.09,7.37,3.0,1.0,35.58,6.0,2.0,10.3,7.35,4.55,548.09,2.0,38.0,0.41,547.2577,4.0,1.0,2.0,-1.43,92.0,5.69917
505.66,4.55,6.0,1.0,47.63,7.0,1.0,7.89,4.44,3.8,619.69,4.0,36.0,0.4,505.2312,6.0,1.0,1.0,-1.49,99.0,6.834
477.6,5.71,3.0,1.0,56.13,6.0,1.0,8.9,6.0,4.49,514.06,2.0,35.0,0.54,477.2592,4.0,1.0,1.0,-0.98,88.0,6.10389
459.59,4.75,5.0,2.0,65.04,8.0,0.0,8.42,4.3,3.43,573.61,3.0,34.0,0.51,459.2522,6.0,2.0,0.0,-1.31,91.0,6.08432
471.52,5.7,5.0,3.0,99.77,5.0,1.0,4.53,4.55,4.55,471.52,5.0,34.0,0.31,471.1165,7.0,3.0,1.0,-1.84,100.0,6.6331
498.57,5.34,5.0,1.0,60.03,6.0,1.0,9.58,5.8,3.64,498.57,2.0,36.0,0.55,498.233,6.0,1.0,1.0,-0.57,98.0,6.07795
390.49,1.79,6.0,0.0,75.51,5.0,0.0,2.95,2.41,2.41,390.49,2.0,26.0,0.57,390.082,7.0,0.0,0.0,-2.23,93.0,6.02655
428.48,2.54,6.0,2.0,70.51,8.0,0.0,8.9,2.86,1.31,464.94,3.0,31.0,0.57,428.2024,6.0,2.0,0.0,-0.98,93.0,6.08564
351.41,0.87,9.0,2.0,116.92,7.0,0.0,7.45,0.82,0.5,432.32,1.0,25.0,0.75,351.1907,9.0,4.0,0.0,0.28,93.0,7.30749
364.88,4.93,6.0,2.0,66.91,4.0,0.0,1.81,4.1,4.01,445.8,3.0,23.0,0.69,364.0219,5.0,2.0,0.0,-2.23,96.0,6.58865
383.4,3.79,7.0,1.0,95.71,8.0,0.0,8.31,3.69,3.69,383.4,3.0,28.0,0.63,383.1481,8.0,1.0,0.0,-1.3,99.0,6.00393
529.58,4.87,6.0,2.0,96.97,8.0,1.0,3.26,4.54,4.54,529.58,2.0,36.0,0.51,529.1858,8.0,2.0,1.0,-1.67,85.0,5.91328
370.43,2.88,2.0,4.0,91.0,1.0,0.0,6.99,2.74,2.6,370.43,1.0,16.0,0.35,367.8675,5.0,5.0,0.0,-1.14,100.0,6.11625
390.48,4.8,4.0,1.0,54.71,6.0,0.0,7.9,4.69,4.07,504.51,3.0,29.0,0.66,390.1943,5.0,1.0,0.0,-1.68,90.0,6.01514
449.98,5.01,4.0,2.0,55.81,6.0,1.0,8.08,4.74,4.15,564.0,3.0,32.0,0.56,449.187,5.0,2.0,1.0,-1.24,98.0,6.01923
516.68,6.55,5.0,1.0,60.03,12.0,2.0,8.59,6.45,5.23,516.68,3.0,38.0,0.22,516.2988,6.0,1.0,2.0,-1.02,100.0,6.06794
341.46,5.39,2.0,2.0,40.71,5.0,1.0,9.65,5.14,3.05,455.48,4.0,26.0,0.51,341.1892,3.0,2.0,1.0,-0.99,100.0,6.11846
271.35,1.89,3.0,2.0,54.02,3.0,0.0,5.02,2.1,2.1,271.35,2.0,19.0,0.84,271.0779,4.0,2.0,0.0,-1.79,94.0,5.77138
412.34,6.31,4.0,2.0,49.84,4.0,1.0,5.25,6.09,6.09,412.34,3.0,29.0,0.49,412.1123,4.0,2.0,1.0,-1.36,100.0,6.19132
467.37,4.43,5.0,1.0,57.7,5.0,0.0,8.7,4.3,3.47,581.39,3.0,30.0,0.6,466.1004,6.0,1.0,0.0,-1.64,100.0,6.11266
556.53,5.12,4.0,2.0,78.51,12.0,2.0,8.77,4.81,3.66,556.53,2.0,36.0,0.28,555.1525,6.0,2.0,2.0,-1.5,91.0,5.93621
513.94,4.52,6.0,3.0,129.13,7.0,1.0,5.3,3.24,3.23,513.94,4.0,37.0,0.31,513.1204,9.0,3.0,1.0,-1.15,99.0,6.1015
432.53,4.63,6.0,3.0,91.41,5.0,0.0,6.04,4.96,4.94,432.53,3.0,32.0,0.54,432.2274,8.0,3.0,0.0,-2.21,98.0,6.00946
526.46,4.92,4.0,3.0,81.67,9.0,1.0,8.59,4.41,4.07,526.46,3.0,36.0,0.37,525.1586,6.0,3.0,1.0,-0.88,95.0,6.09689
471.51,5.82,7.0,3.0,82.96,7.0,1.0,5.34,5.02,5.02,471.51,4.0,33.0,0.32,471.1341,6.0,3.0,1.0,-1.63,97.0,6.07873
439.56,5.58,3.0,2.0,69.22,4.0,1.0,5.69,5.38,5.37,439.56,4.0,33.0,0.44,439.226,5.0,2.0,1.0,-0.64,100.0,6.43032
492.55,2.79,8.0,2.0,99.87,7.0,0.0,8.56,2.39,1.19,492.55,3.0,36.0,0.52,492.2173,8.0,2.0,0.0,-0.84,96.0,6.05305
442.49,4.96,4.0,1.0,48.47,4.0,0.0,7.99,5.52,4.83,442.49,3.0,32.0,0.62,442.198,5.0,1.0,0.0,-2.1,100.0,6.24582
512.44,4.7,6.0,2.0,79.26,6.0,1.0,9.1,4.59,2.89,626.46,3.0,35.0,0.5,511.1542,7.0,2.0,1.0,-1.19,88.0,6.06923
299.32,3.9,1.0,1.0,32.86,3.0,0.0,1.61,4.93,4.93,299.32,3.0,22.0,0.78,299.1122,2.0,1.0,0.0,-0.56,91.0,6.08494
482.18,4.66,4.0,3.0,96.3,5.0,0.0,8.31,5.31,5.31,482.18,2.0,28.0,0.19,479.9384,7.0,3.0,0.0,-1.94,97.0,6.13594
370.84,5.48,5.0,2.0,63.83,3.0,1.0,7.0,4.86,4.73,370.84,4.0,25.0,0.5,370.0455,4.0,3.0,1.0,-1.93,100.0,6.06165
507.37,4.54,6.0,3.0,75.64,10.0,1.0,8.36,4.29,3.19,507.37,3.0,29.0,0.28,507.1019,6.0,3.0,1.0,-0.89,91.0,5.93339
419.53,6.2,3.0,2.0,49.94,7.0,1.0,8.52,6.06,4.9,533.55,5.0,32.0,0.33,419.1998,4.0,2.0,1.0,-0.88,100.0,6.43381
530.47,5.64,4.0,1.0,62.61,3.0,2.0,6.35,5.76,5.73,530.47,3.0,35.0,0.48,529.1477,6.0,1.0,2.0,-1.44,99.0,6.05405
553.63,6.15,5.0,2.0,83.66,10.0,2.0,9.1,7.52,5.81,553.63,5.0,41.0,0.2,553.2377,7.0,2.0,2.0,-0.97,100.0,6.02821
377.54,4.03,6.0,0.0,59.23,4.0,0.0,8.31,3.72,3.72,377.54,2.0,25.0,0.75,377.1232,5.0,0.0,0.0,-2.07,93.0,6.05649
557.35,6.95,3.0,2.0,61.44,10.0,2.0,9.48,6.52,4.45,557.35,2.0,35.0,0.25,555.1014,5.0,2.0,2.0,-1.32,98.0,6.19575
581.54,6.98,4.0,3.0,82.7,12.0,2.0,8.79,6.18,4.78,581.54,3.0,40.0,0.16,580.2008,7.0,3.0,2.0,-1.33,100.0,6.15281
452.19,5.88,3.0,0.0,49.74,3.0,1.0,8.31,5.88,5.88,452.19,2.0,26.0,0.58,449.953,4.0,0.0,1.0,-1.21,95.0,6.39566
422.55,3.78,5.0,2.0,53.32,8.0,0.0,9.76,4.1,0.16,422.55,3.0,31.0,0.58,422.2482,5.0,2.0,0.0,-1.79,91.0,5.6993
381.42,2.1,7.0,2.0,87.97,5.0,0.0,5.79,1.86,1.86,381.42,3.0,28.0,0.7,381.1713,8.0,2.0,0.0,-2.04,97.0,6.08008
405.5,4.8,5.0,1.0,63.69,5.0,0.0,6.57,4.97,4.91,405.5,3.0,30.0,0.66,405.2052,6.0,1.0,0.0,-1.53,92.0,6.00281
464.65,6.64,3.0,1.0,32.34,5.0,1.0,7.89,6.95,6.34,578.67,3.0,33.0,0.46,464.2298,3.0,1.0,1.0,-1.66,100.0,6.57395
392.47,5.25,3.0,2.0,50.36,7.0,1.0,8.98,5.03,3.45,506.5,3.0,29.0,0.58,392.19,4.0,2.0,1.0,-1.25,83.0,5.86038
466.47,6.41,4.0,3.0,88.27,4.0,1.0,5.14,5.84,5.84,466.47,5.0,35.0,0.29,466.1441,7.0,3.0,1.0,-1.35,100.0,6.86464
484.6,7.46,4.0,2.0,66.74,7.0,1.0,8.51,6.56,5.42,598.63,6.0,37.0,0.25,484.2263,5.0,2.0,1.0,-1.06,100.0,6.24499
423.44,5.8,2.0,2.0,57.78,4.0,1.0,5.72,5.99,5.98,423.44,4.0,31.0,0.44,423.1558,4.0,2.0,1.0,-1.57,98.0,6.09325
251.33,2.6,1.0,3.0,61.9,4.0,0.0,12.11,2.81,0.4,379.25,2.0,19.0,0.58,251.1422,3.0,4.0,0.0,0.34,94.0,6.00469
277.37,3.59,3.0,2.0,50.94,4.0,0.0,9.57,3.07,0.78,277.37,3.0,21.0,0.77,277.1579,3.0,3.0,0.0,-0.32,100.0,7.32834
481.6,5.96,5.0,1.0,71.53,9.0,1.0,8.96,6.51,4.94,518.06,4.0,36.0,0.3,481.2365,6.0,1.0,1.0,-1.41,97.0,6.10831
585.5,6.85,3.0,3.0,73.47,11.0,2.0,9.52,6.12,4.01,585.5,2.0,39.0,0.2,584.1933,6.0,3.0,2.0,-1.45,100.0,6.17547
642.68,6.91,6.0,1.0,101.49,9.0,2.0,5.02,5.8,5.8,642.68,4.0,47.0,0.2,642.2454,8.0,1.0,2.0,-0.66,85.0,6.0342
465.99,4.21,4.0,3.0,86.36,6.0,0.0,7.66,2.9,2.44,465.99,3.0,33.0,0.51,465.1932,7.0,3.0,0.0,-1.93,90.0,6.41916
431.56,5.78,2.0,2.0,48.13,6.0,1.0,9.0,5.38,3.77,431.56,3.0,32.0,0.49,431.2373,4.0,2.0,1.0,-0.34,95.0,6.4394
596.78,6.06,6.0,1.0,74.25,12.0,2.0,8.55,4.39,2.8,710.8,5.0,45.0,0.19,596.3264,7.0,1.0,2.0,-1.44,93.0,6.09518
335.16,3.63,3.0,0.0,63.45,3.0,0.0,8.31,3.64,3.64,335.16,2.0,20.0,0.64,333.9953,5.0,0.0,0.0,-1.62,96.0,6.03353
365.91,5.18,2.0,1.0,22.27,4.0,1.0,8.63,4.89,3.63,365.91,3.0,26.0,0.69,365.1659,3.0,1.0,1.0,-1.22,93.0,6.17861
319.35,4.05,2.0,2.0,49.33,5.0,0.0,8.31,4.97,4.97,319.35,2.0,23.0,0.87,319.1384,3.0,2.0,0.0,-0.73,90.0,6.29768
525.69,5.6,5.0,2.0,85.59,11.0,2.0,9.38,5.6,3.62,525.69,3.0,39.0,0.32,525.2991,6.0,2.0,2.0,-0.87,96.0,6.09268
429.99,2.84,5.0,2.0,50.18,6.0,0.0,7.79,2.64,2.34,429.99,2.0,30.0,0.74,429.2183,5.0,2.0,0.0,-0.87,100.0,6.06292
417.47,4.11,7.0,2.0,88.61,5.0,0.0,6.1,4.12,4.1,417.47,3.0,31.0,0.65,417.1801,8.0,2.0,0.0,-1.61,100.0,6.08908
366.25,6.17,2.0,1.0,29.1,3.0,1.0,8.31,5.47,5.47,366.25,3.0,25.0,0.6,365.0374,2.0,1.0,1.0,-0.52,96.0,6.42938
438.92,7.19,2.0,3.0,69.81,4.0,1.0,5.15,6.68,6.68,438.92,5.0,32.0,0.28,438.1247,5.0,3.0,1.0,-1.2,100.0,7.29503
311.77,4.34,4.0,1.0,46.51,4.0,0.0,5.15,4.4,4.4,311.77,3.0,22.0,0.58,311.0825,4.0,1.0,0.0,-1.54,99.0,6.08941
547.1,4.12,5.0,2.0,87.9,9.0,1.0,8.46,3.62,2.52,547.1,3.0,39.0,0.42,546.2398,7.0,3.0,1.0,-1.26,92.0,6.07537
195.18,0.4,3.0,5.0,119.43,2.0,0.0,9.93,-0.69,-0.69,195.18,1.0,14.0,0.35,195.0644,6.0,6.0,1.0,-0.17,94.0,5.98634
576.76,5.79,6.0,2.0,90.98,11.0,2.0,8.27,5.1,4.88,690.79,3.0,41.0,0.3,576.277,8.0,2.0,2.0,-1.56,94.0,6.15291
443.52,5.41,3.0,2.0,69.22,4.0,1.0,5.14,5.01,5.01,443.52,4.0,33.0,0.44,443.2009,5.0,2.0,1.0,-0.98,100.0,6.2709
508.63,4.18,4.0,4.0,106.98,8.0,1.0,11.0,4.01,-0.71,545.09,3.0,38.0,0.21,508.2587,8.0,4.0,1.0,-0.44,98.0,6.78453
277.33,-0.11,6.0,2.0,93.37,3.0,0.0,7.61,-0.21,-0.63,277.33,1.0,20.0,0.8,277.1539,7.0,3.0,0.0,-0.71,92.0,6.62819
195.22,1.75,3.0,2.0,58.56,3.0,0.0,8.31,1.11,1.09,195.22,1.0,14.0,0.72,195.0895,4.0,2.0,0.0,-1.09,96.0,6.07406
463.67,5.41,5.0,1.0,48.83,5.0,1.0,9.06,5.45,3.78,463.67,2.0,34.0,0.64,463.3199,5.0,1.0,1.0,0.11,100.0,6.76971
486.64,5.19,4.0,1.0,50.16,7.0,1.0,10.08,5.64,3.01,523.1,3.0,36.0,0.47,486.2795,5.0,1.0,1.0,-1.51,89.0,5.84201
420.34,4.41,4.0,1.0,44.81,5.0,0.0,7.43,4.58,4.26,420.34,2.0,28.0,0.73,419.1167,5.0,1.0,0.0,-1.37,90.0,6.0086
